flight_id,flight_duration,passenger_count,adult_passengers,child_passengers,business_class_ratio,is_international,total_food_demand
696,4.4,180,141,39,0.09,0,194
697,5.93,118,95,23,0.2,0,144
698,5.46,151,136,15,0.03,0,163
699,11.82,167,159,8,0.17,0,210
700,4.21,75,62,13,0.04,0,89
701,4.24,89,77,12,0.06,0,104
702,4.9,87,68,19,0.05,0,100
703,7.21,215,187,28,0.02,0,230
704,3.78,245,221,24,0.2,0,278
705,11.07,56,52,4,0.14,0,77
706,5.39,271,254,17,0.25,1,323
707,10.85,207,191,16,0.03,0,234
708,3.93,169,165,4,0.04,1,178
709,8.22,196,176,20,0.09,0,225
710,10.98,280,277,3,0.23,0,342
711,4.52,84,80,4,0.09,1,94
712,11.65,281,219,62,0.12,0,315
713,5.98,210,190,20,0.09,0,231
714,11.4,210,168,42,0.02,0,233
715,8.45,127,100,27,0.28,0,169
716,5.71,87,72,15,0.16,1,106
717,4.69,187,134,53,0.24,1,210
718,5.73,234,233,1,0.2,1,269
719,2.02,77,60,17,0.15,0,81
720,4.29,255,182,73,0.03,1,257
721,3.94,149,111,38,0.19,1,164
722,5.65,87,83,4,0.05,0,102
723,9.75,193,175,18,0.12,0,227
724,4.27,173,165,8,0.19,1,199
725,2.43,198,163,35,0.23,0,221
726,8.79,141,111,30,0.21,1,173
727,3.17,146,133,13,0.2,0,170
728,3.88,55,47,8,0.04,1,78
729,2.84,218,173,45,0.1,0,234
730,11.16,176,154,22,0.01,0,199
731,10.04,64,48,16,0.22,0,100
732,6.19,157,121,36,0.29,1,183
733,8.21,180,177,3,0.08,0,205
734,6.91,92,75,17,0.03,0,111
735,8.45,96,90,6,0.14,0,127
736,9.14,148,124,24,0.26,1,189
737,7.92,63,45,18,0.17,0,82
738,5.39,243,179,64,0.01,1,242
739,1.43,206,182,24,0.29,0,236
740,6.01,181,166,15,0.25,0,215
741,10.8,203,189,14,0.04,0,236
742,7.26,164,138,26,0.28,0,199
743,10.49,189,183,6,0.14,1,226
744,11.91,51,43,8,0.11,0,74
745,2.8,194,194,0,0.14,0,219
746,9.23,84,76,8,0.25,1,118
747,8.42,59,56,3,0.2,0,74
748,11.78,161,115,46,0.02,0,186
749,11.87,263,206,57,0.29,1,318
750,8.55,282,253,29,0.04,0,308
751,3.68,220,214,6,0.22,0,252
752,10.19,70,60,10,0.19,1,97
753,2.18,64,60,4,0.06,0,80
754,9.59,212,178,34,0.05,0,243
755,11.01,161,121,40,0.26,0,201
756,6.45,175,143,32,0.13,1,198
757,7.94,134,109,25,0.2,0,160
758,5.73,134,113,21,0.15,0,146
759,6.94,262,190,72,0.22,1,301
760,5.79,237,171,66,0.14,1,251
761,9.38,221,188,33,0.09,0,255
762,11.3,273,248,25,0.11,0,315
763,11.35,296,256,40,0.26,0,357
764,4.57,54,51,3,0.14,1,69
765,10.62,280,227,53,0.06,0,308
766,9.11,250,213,37,0.28,0,296
767,5.28,166,161,5,0.24,1,205
768,3.61,195,184,11,0.02,1,205
769,3.95,198,170,28,0.3,0,240
770,11.21,121,89,32,0.21,1,155
771,7.96,285,237,48,0.05,0,304
772,9.49,293,234,59,0.07,1,317
773,3.83,275,248,27,0.21,0,311
774,8.91,123,102,21,0.23,0,165
775,3.25,100,87,13,0.07,1,107
776,5.13,218,175,43,0.08,0,231
777,7.89,298,294,4,0.09,0,331
778,4.31,73,63,10,0.18,1,77
779,10.41,281,257,24,0.05,1,307
780,3.59,201,182,19,0.03,0,207
781,8.18,297,212,85,0.2,0,344
782,5.46,273,259,14,0.23,0,317
783,7.56,297,270,27,0.15,0,336
784,2.18,274,233,41,0.11,0,279
785,1.19,87,65,22,0.13,0,91
786,11.19,93,82,11,0.12,1,130
787,3.97,234,182,52,0.29,0,281
788,10.02,297,221,76,0.23,0,338
789,11.99,292,265,27,0.06,0,317
790,4.9,236,209,27,0.12,1,254
791,3.92,290,259,31,0.16,0,313
792,8.29,211,159,52,0.18,0,237
793,11.62,124,123,1,0.14,0,167
794,11.07,144,131,13,0.24,0,189
795,6.53,259,207,52,0.23,0,290
796,10.16,72,60,12,0.15,1,108
797,4.22,173,151,22,0.26,1,212
798,11.75,135,114,21,0.23,0,168
799,11.61,92,87,5,0.23,0,137
800,4.47,259,226,33,0.29,1,301
801,5.69,89,76,13,0.08,1,100
802,2.1,96,71,25,0.08,0,93
803,3.99,218,201,17,0.27,0,252
804,9.98,224,166,58,0.23,0,261
805,5.16,280,226,54,0.28,0,323
806,3.8,69,69,0,0.02,1,90
807,6.08,254,199,55,0.19,1,280
808,11.83,158,157,1,0.04,1,184
809,7.93,242,170,72,0.15,0,264
810,5.58,293,217,76,0.05,0,305
811,4.5,117,107,10,0.04,1,128
812,11.88,73,68,5,0.0,1,105
813,10.03,277,246,31,0.19,0,324
814,5.53,85,76,9,0.11,1,103
815,3.63,94,84,10,0.03,1,111
816,1.62,179,162,17,0.1,0,184
817,2.32,77,63,14,0.05,0,77
818,7.39,203,193,10,0.28,0,244
819,11.22,72,54,18,0.1,0,102
820,6.46,256,194,62,0.1,0,273
821,10.59,213,183,30,0.25,1,264
822,5.9,140,105,35,0.19,0,161
823,8.79,183,170,13,0.21,0,221
824,9.05,212,211,1,0.19,0,257
825,2.91,152,124,28,0.28,0,184
826,6.25,87,76,11,0.06,1,98
827,8.01,212,176,36,0.3,0,253
828,1.78,277,203,74,0.25,0,302
829,6.25,251,178,73,0.18,1,285
830,6.88,143,116,27,0.2,0,164
831,11.96,102,79,23,0.19,0,137
832,6.22,282,275,7,0.02,0,295
833,9.98,87,83,4,0.07,0,117
834,5.75,270,211,59,0.29,0,302
835,9.76,293,256,37,0.16,0,329
836,7.55,236,205,31,0.11,0,269
837,10.98,92,84,8,0.23,1,129
838,5.52,152,125,27,0.16,0,169
839,7.65,163,154,9,0.0,0,181
840,7.93,53,44,9,0.22,0,77
841,5.59,54,52,2,0.22,0,77
842,2.59,117,115,2,0.05,0,116
843,2.03,277,250,27,0.29,0,312
844,3.15,172,161,11,0.07,1,179
845,10.61,222,163,59,0.14,0,256
846,3.6,129,127,2,0.03,0,140
847,3.33,202,192,10,0.18,0,234
848,9.62,255,214,41,0.11,1,290
849,4.52,60,52,8,0.11,0,72
850,6.57,206,204,2,0.25,0,248
851,2.79,211,211,0,0.0,0,225
852,11.64,263,186,77,0.24,1,316
853,10.37,191,154,37,0.17,0,226
854,10.77,169,151,18,0.3,1,213
855,5.47,201,173,28,0.18,0,217
856,9.39,236,218,18,0.02,0,248
857,2.58,216,194,22,0.02,0,223
858,1.09,75,61,14,0.26,0,87
859,1.22,220,162,58,0.25,0,236
860,7.45,85,81,4,0.1,0,114
861,7.1,216,162,54,0.19,1,243
862,6.7,238,230,8,0.15,0,269
863,1.08,193,181,12,0.29,0,228
864,5.65,171,170,1,0.28,0,215
865,8.9,279,268,11,0.3,0,341
866,5.87,108,79,29,0.26,0,134
867,9.05,145,126,19,0.27,0,187
868,3.56,55,54,1,0.07,0,77
869,10.32,147,105,42,0.25,1,183
870,8.3,105,78,27,0.21,1,126
871,3.32,185,144,41,0.29,0,216
872,3.6,143,103,40,0.17,0,157
873,7.91,76,71,5,0.03,0,97
874,10.13,248,186,62,0.18,0,284
875,5.57,204,162,42,0.21,0,223
876,3.84,266,197,69,0.07,0,273
877,10.8,169,129,40,0.12,1,197
878,8.36,223,200,23,0.18,0,258
879,5.93,218,168,50,0.11,0,233
880,6.37,256,236,20,0.11,0,282
881,3.25,74,67,7,0.04,0,84
882,7.89,135,131,4,0.28,0,173
883,4.95,195,141,54,0.23,0,225
884,11.95,61,56,5,0.0,0,94
885,7.32,136,115,21,0.23,1,166
886,6.34,228,202,26,0.22,0,259
887,7.22,158,113,45,0.0,0,170
888,11.08,216,195,21,0.11,0,250
889,9.81,138,106,32,0.18,0,168
890,5.96,59,44,15,0.14,0,69
891,9.47,271,236,35,0.23,1,321
892,8.28,123,110,13,0.13,1,163
893,7.43,275,214,61,0.05,1,286
894,3.12,287,209,78,0.29,0,324
895,6.1,126,98,28,0.07,0,147
896,3.7,103,96,7,0.22,0,120
897,11.06,206,152,54,0.04,0,215
898,6.02,151,134,17,0.1,1,174
899,11.47,218,181,37,0.13,0,254
900,6.86,286,215,71,0.06,0,300
901,7.95,186,176,10,0.13,0,217
902,6.97,240,184,56,0.05,0,259
903,2.42,254,209,45,0.17,0,273
904,5.13,214,157,57,0.2,0,248
905,2.09,191,182,9,0.02,0,200
906,8.61,150,132,18,0.26,1,193
907,7.02,122,92,30,0.06,1,138
908,9.56,121,121,0,0.07,0,151
909,3.43,216,209,7,0.2,0,237
910,2.81,217,153,64,0.14,0,224
911,5.47,103,95,8,0.15,0,129
912,11.19,52,37,15,0.04,0,78
913,8.81,232,220,12,0.24,0,274
914,5.61,297,265,32,0.19,0,330
915,6.69,160,124,36,0.04,0,170
916,1.93,281,226,55,0.11,0,291
917,11.83,210,174,36,0.24,0,254
918,9.0,145,122,23,0.17,1,183
919,5.57,120,90,30,0.03,1,131
920,7.44,68,64,4,0.11,0,83
921,3.99,83,72,11,0.07,1,102
922,11.62,255,244,11,0.16,0,303
923,4.57,99,82,17,0.25,1,122
924,8.83,224,208,16,0.13,1,259
925,3.7,95,86,9,0.13,0,111
926,8.89,233,201,32,0.27,0,279
927,9.55,234,233,1,0.17,0,280
928,8.41,132,129,3,0.17,0,163
929,7.76,100,80,20,0.08,0,122
930,10.82,103,90,13,0.18,0,136
931,1.86,300,223,77,0.17,0,314
932,5.98,139,111,28,0.12,1,150
933,5.23,130,130,0,0.3,1,163
934,11.87,167,137,30,0.26,0,214
935,5.28,205,200,5,0.22,0,249
936,9.06,68,53,15,0.16,0,96
937,8.53,76,54,22,0.14,0,95
938,4.91,225,190,35,0.06,1,232
939,3.63,293,233,60,0.09,0,305
940,4.09,298,277,21,0.23,0,335
941,5.52,196,171,25,0.14,0,216
942,3.58,274,204,70,0.26,0,301
943,1.22,228,217,11,0.04,0,232
944,10.91,56,52,4,0.15,1,91
945,11.62,206,179,27,0.19,0,240
946,4.76,296,233,63,0.16,0,326
947,4.72,220,196,24,0.27,0,256
948,3.06,118,86,32,0.3,1,134
949,9.12,143,139,4,0.03,1,172
950,10.08,162,144,18,0.04,0,186
951,2.61,156,123,33,0.04,0,154
952,2.76,169,158,11,0.2,0,183
953,9.69,235,189,46,0.11,0,267
954,8.55,185,176,9,0.22,1,229
955,1.49,219,216,3,0.12,0,234
956,7.85,253,244,9,0.19,0,302
957,4.4,91,66,25,0.23,0,108
958,5.06,62,52,10,0.16,0,85
959,9.47,203,155,48,0.16,0,229
960,10.3,67,61,6,0.03,1,88
961,5.4,91,75,16,0.12,0,105
962,11.42,100,86,14,0.16,0,132
963,5.47,293,210,83,0.14,0,317
964,9.49,162,126,36,0.27,0,202
965,6.32,261,204,57,0.27,0,297
966,10.87,193,191,2,0.25,0,244
967,11.17,150,126,24,0.11,1,180
968,1.96,52,45,7,0.22,0,58
969,11.3,268,194,74,0.12,0,298
970,10.08,128,119,9,0.07,0,155
971,9.7,299,275,24,0.1,0,330
972,4.81,147,129,18,0.02,1,154
973,10.25,222,206,16,0.1,1,260
974,10.35,199,192,7,0.14,0,240
975,4.18,281,209,72,0.29,0,323
976,11.47,72,60,12,0.09,0,101
977,1.55,108,81,27,0.27,0,116
978,2.65,239,180,59,0.07,0,240
979,6.91,162,149,13,0.06,0,187
980,7.33,117,98,19,0.16,0,133
981,8.1,292,285,7,0.2,0,348
982,3.15,103,75,28,0.01,1,101
983,11.56,106,94,12,0.07,0,141
984,1.49,282,249,33,0.14,0,294
985,4.29,200,182,18,0.1,1,215
986,1.15,160,138,22,0.21,0,165
987,7.24,109,101,8,0.15,0,143
988,11.25,122,109,13,0.05,0,154
989,8.33,265,202,63,0.27,0,313
990,10.4,262,197,65,0.09,1,285
991,3.12,282,257,25,0.22,1,312
992,6.96,287,247,40,0.23,0,334
993,6.06,104,77,27,0.29,0,123
994,6.49,166,164,2,0.15,0,194
995,1.79,257,189,68,0.18,0,265
996,8.53,112,105,7,0.1,0,139
997,7.53,233,186,47,0.2,1,257
998,9.42,104,86,18,0.14,0,124
999,7.37,74,62,12,0.13,1,91
1000,2.64,75,56,19,0.26,0,91
1001,8.13,226,220,6,0.02,0,245
1002,2.9,112,101,11,0.26,0,137
1003,10.85,222,187,35,0.26,1,279
1004,8.52,122,93,29,0.15,1,146
1005,4.41,128,120,8,0.15,1,140
1006,11.59,216,164,52,0.11,0,252
1007,6.7,274,242,32,0.3,0,318
1008,3.66,114,108,6,0.03,1,120
1009,7.9,118,92,26,0.18,0,135
1010,3.79,233,227,6,0.2,0,270
1011,9.84,58,50,8,0.28,0,92
1012,10.36,285,280,5,0.23,1,351
1013,11.81,247,221,26,0.19,1,293
1014,6.52,205,169,36,0.04,0,215
1015,7.09,222,185,37,0.11,1,242
1016,9.78,75,66,9,0.04,1,93
1017,2.46,77,68,9,0.26,0,99
1018,7.02,89,83,6,0.22,0,133
1019,7.92,192,166,26,0.23,1,226
1020,1.98,183,131,52,0.2,0,199
1021,5.6,76,57,19,0.15,0,92
1022,10.39,87,84,3,0.04,0,117
1023,10.71,245,243,2,0.1,1,289
1024,3.89,252,182,70,0.04,1,248
1025,3.82,134,113,21,0.22,1,152
1026,3.89,113,95,18,0.05,0,128
1027,10.87,79,61,18,0.21,1,114
1028,4.16,259,235,24,0.21,1,294
1029,8.92,148,127,21,0.14,0,180
1030,3.91,180,128,52,0.04,1,187
1031,7.85,239,191,48,0.09,0,266
1032,4.92,61,59,2,0.1,0,80
1033,9.68,140,135,5,0.21,0,178
1034,3.57,294,276,18,0.03,0,306
1035,8.03,79,61,18,0.25,0,106
1036,3.59,262,239,23,0.23,0,293
1037,8.85,87,87,0,0.06,0,112
1038,10.86,134,97,37,0.22,1,168
1039,2.39,109,104,5,0.2,0,117
1040,10.53,87,87,0,0.22,0,127
1041,7.53,153,143,10,0.06,0,180
1042,4.14,192,179,13,0.05,1,208
1043,5.7,195,171,24,0.07,0,216
1044,2.77,229,166,63,0.11,0,236
1045,9.3,78,58,20,0.24,1,105
1046,9.35,161,139,22,0.22,0,203
1047,2.16,279,245,34,0.28,0,312
1048,6.57,237,198,39,0.02,0,243
1049,10.33,70,65,5,0.0,1,98
1050,11.3,194,191,3,0.21,0,245
1051,7.62,282,203,79,0.08,1,302
1052,11.45,292,276,16,0.1,0,324
1053,7.82,195,184,11,0.16,1,228
1054,6.55,234,201,33,0.03,1,242
1055,10.63,168,144,24,0.19,1,211
1056,6.42,214,213,1,0.1,0,248
1057,7.25,109,105,4,0.19,1,140
1058,6.39,215,191,24,0.25,0,251
1059,10.31,189,151,38,0.05,0,209
1060,10.15,252,235,17,0.28,0,308
1061,6.63,289,253,36,0.16,1,318
1062,6.0,293,245,48,0.28,1,339
1063,7.43,162,119,43,0.06,1,174
1064,7.3,261,236,25,0.18,0,291
1065,3.62,250,240,10,0.12,0,274
1066,10.15,178,152,26,0.23,1,221
1067,6.35,107,84,23,0.18,0,137
1068,4.67,52,51,1,0.15,0,66
1069,2.18,240,210,30,0.27,0,263
1070,3.63,198,197,1,0.11,0,222
1071,11.44,72,72,0,0.07,0,108
1072,4.36,186,160,26,0.18,0,215
1073,2.86,295,269,26,0.19,0,333
1074,6.07,132,99,33,0.13,0,157
1075,5.76,286,235,51,0.15,1,307
1076,1.39,104,90,14,0.29,0,128
1077,4.55,159,140,19,0.22,0,183
1078,6.99,165,141,24,0.03,0,185
1079,7.07,196,194,2,0.06,0,221
1080,6.21,111,82,29,0.29,1,132
1081,7.03,136,96,40,0.22,1,167
1082,11.62,268,254,14,0.27,0,329
1083,5.15,268,259,9,0.09,0,301
1084,5.32,216,207,9,0.22,1,248
1085,5.19,149,120,29,0.21,1,167
1086,6.04,253,203,50,0.09,0,267
1087,9.35,296,221,75,0.17,0,338
1088,3.27,76,59,17,0.19,0,81
1089,9.38,223,193,30,0.14,1,261
1090,1.23,83,68,15,0.25,0,103
1091,6.77,82,66,16,0.25,1,106
1092,9.53,141,120,21,0.26,0,177
1093,4.73,272,234,38,0.24,0,310
1094,7.2,145,117,28,0.15,0,163
1095,3.25,227,190,37,0.11,0,254
1096,9.16,197,159,38,0.25,0,241
1097,1.58,217,178,39,0.15,0,224
1098,10.38,276,217,59,0.07,0,296
1099,4.78,144,117,27,0.15,1,163
1100,10.62,235,199,36,0.04,0,253
1101,4.88,208,166,42,0.21,0,227
1102,9.5,87,76,11,0.1,1,115
1103,5.87,263,244,19,0.08,1,290
1104,11.15,222,222,0,0.29,1,287
1105,4.14,90,75,15,0.23,1,108
1106,2.96,186,154,32,0.24,0,208
1107,6.42,293,208,85,0.19,0,321
1108,3.74,186,166,20,0.25,1,220
1109,3.16,240,212,28,0.23,0,264
1110,11.38,128,121,7,0.18,0,163
1111,11.79,254,249,5,0.29,1,318
1112,5.14,177,136,41,0.06,0,186
1113,11.16,71,66,5,0.28,0,108
1114,6.99,65,54,11,0.12,0,85
1115,3.97,81,65,16,0.16,0,98
1116,8.73,243,209,34,0.04,0,255
1117,8.25,267,197,70,0.16,0,287
1118,11.9,191,166,25,0.18,1,230
1119,3.92,300,275,25,0.3,0,355
1120,8.39,87,64,23,0.29,0,113
1121,3.47,147,110,37,0.29,1,170
1122,4.02,185,176,9,0.1,1,204
1123,3.04,277,275,2,0.3,1,328
1124,12.0,70,69,1,0.14,1,113
1125,9.83,105,96,9,0.26,0,145
1126,9.65,95,68,27,0.06,0,122
1127,6.61,92,77,15,0.15,0,112
1128,4.3,169,151,18,0.29,0,209
1129,2.66,269,198,71,0.28,0,300
1130,4.13,95,83,12,0.21,0,104
1131,6.38,285,259,26,0.24,1,343
1132,9.32,97,70,27,0.05,0,118
1133,6.94,247,185,62,0.22,0,282
1134,1.85,133,100,33,0.19,0,139
1135,1.2,80,68,12,0.03,0,93
1136,2.13,210,161,49,0.03,0,205
1137,6.69,221,210,11,0.03,1,237
1138,11.27,120,100,20,0.22,0,150
1139,8.01,57,41,16,0.04,0,77
1140,9.82,250,229,21,0.14,0,287
1141,7.2,179,137,42,0.11,1,191
1142,4.98,194,166,28,0.17,0,218
1143,2.19,101,100,1,0.21,0,118
1144,10.64,94,73,21,0.21,0,126
1145,9.61,86,82,4,0.15,0,107
1146,4.51,219,178,41,0.14,1,239
1147,7.61,93,91,2,0.12,1,111
1148,6.36,258,185,73,0.26,0,298
1149,8.63,166,152,14,0.1,1,191
1150,11.52,87,82,5,0.08,1,123
1151,8.22,148,143,5,0.22,1,184
1152,7.86,173,124,49,0.11,1,193
1153,1.55,288,227,61,0.25,0,323
1154,1.69,280,218,62,0.1,0,282
1155,3.06,271,231,40,0.21,0,294
1156,3.29,55,48,7,0.01,1,65
1157,9.18,117,114,3,0.12,0,140
1158,9.51,228,190,38,0.1,1,252
1159,4.22,150,139,11,0.25,1,170
1160,10.2,212,150,62,0.29,0,262
1161,4.39,235,179,56,0.14,1,247
1162,4.31,234,206,28,0.25,0,266
1163,3.74,250,239,11,0.21,0,277
1164,6.35,183,140,43,0.29,1,215
1165,3.8,62,60,2,0.24,0,78
1166,7.4,236,223,13,0.02,1,259
1167,6.67,263,247,16,0.21,1,298
1168,11.85,269,225,44,0.16,0,309
1169,1.62,79,61,18,0.0,0,87
1170,2.56,293,266,27,0.08,0,311
1171,1.58,149,146,3,0.28,0,170
1172,8.63,51,44,7,0.28,1,79
1173,1.6,107,83,24,0.24,0,129
1174,10.2,85,80,5,0.29,0,116
1175,6.63,121,114,7,0.24,0,142
1176,6.8,222,159,63,0.0,0,224
1177,8.05,283,202,81,0.09,1,300
1178,2.88,291,205,86,0.01,0,279
1179,4.78,186,141,45,0.03,1,197
1180,4.51,175,166,9,0.07,0,192
1181,8.34,242,227,15,0.15,1,275
1182,3.31,126,114,12,0.25,0,145
1183,2.28,99,90,9,0.26,0,113
1184,11.73,256,183,73,0.18,1,298
1185,1.24,81,62,19,0.28,0,90
1186,10.22,147,116,31,0.15,1,172
1187,9.67,92,87,5,0.27,0,133
1188,4.27,174,127,47,0.14,0,187
1189,2.49,144,109,35,0.08,0,143
1190,4.31,127,121,6,0.27,1,163
1191,8.67,103,77,26,0.12,0,129
1192,8.07,96,89,7,0.15,0,123
1193,9.61,63,62,1,0.1,0,89
1194,11.31,225,181,44,0.2,0,266
1195,8.61,104,84,20,0.3,0,136
1196,4.4,206,201,5,0.01,1,216
1197,5.19,224,203,21,0.27,1,261
1198,10.58,112,79,33,0.0,1,132
1199,4.88,68,55,13,0.11,1,79
1200,1.8,140,110,30,0.05,0,144
1201,9.33,186,175,11,0.23,1,229
1202,5.43,150,147,3,0.02,0,161
1203,11.12,86,79,7,0.17,0,120
1204,8.15,156,145,11,0.09,0,184
1205,1.99,141,132,9,0.04,0,136
1206,11.53,101,96,5,0.23,1,144
1207,3.84,234,194,40,0.07,0,238
1208,4.71,265,239,26,0.07,0,279
1209,5.42,77,59,18,0.08,0,76
1210,3.46,85,81,4,0.18,1,104
1211,6.46,165,143,22,0.2,0,190
1212,2.36,113,113,0,0.01,0,117
1213,5.41,67,58,9,0.07,0,82
1214,6.16,138,136,2,0.13,1,153
1215,9.5,212,150,62,0.1,0,235
1216,9.83,245,187,58,0.27,0,295
1217,2.69,127,109,18,0.24,0,147
1218,5.03,216,211,5,0.19,0,247
1219,5.11,139,115,24,0.1,0,155
1220,2.67,57,45,12,0.21,0,67
1221,10.19,265,250,15,0.25,1,325
1222,8.78,257,214,43,0.18,0,300
1223,3.09,261,198,63,0.24,0,286
1224,6.3,64,50,14,0.22,1,86
1225,2.16,56,43,13,0.17,0,61
1226,7.91,299,221,78,0.09,0,319
1227,2.34,66,48,18,0.22,0,78
1228,11.85,135,119,16,0.06,0,165
1229,10.03,263,219,44,0.23,1,313
1230,5.29,167,128,39,0.24,0,193
1231,8.21,113,90,23,0.25,1,143
1232,11.02,61,43,18,0.14,0,85
1233,7.1,259,258,1,0.06,0,286
1234,2.92,105,94,11,0.03,0,109
1235,5.17,223,205,18,0.22,0,262
1236,10.27,224,207,17,0.27,0,273
1237,8.8,256,239,17,0.2,1,302
1238,8.16,150,119,31,0.04,0,166
1239,10.8,65,64,1,0.28,1,103
1240,10.83,246,192,54,0.3,0,299
1241,11.28,51,41,10,0.13,1,77
1242,3.85,177,164,13,0.18,1,206
1243,7.9,293,271,22,0.23,1,338
1244,9.66,141,115,26,0.22,1,179
1245,9.81,298,230,68,0.29,1,344
1246,7.67,154,114,40,0.03,0,167
1247,2.83,231,172,59,0.17,0,254
1248,9.77,204,145,59,0.21,0,237
1249,9.48,80,67,13,0.27,1,113
1250,1.95,218,159,59,0.26,0,248
1251,7.17,213,162,51,0.29,1,251
1252,2.91,96,71,25,0.15,0,107
1253,4.71,92,92,0,0.25,0,119
1254,1.2,114,81,33,0.13,0,111
1255,5.4,99,85,14,0.13,0,114
1256,7.05,270,206,64,0.08,0,287
1257,7.82,50,49,1,0.25,0,68
1258,8.3,249,220,29,0.3,0,309
1259,10.2,234,215,19,0.08,0,269
1260,3.37,193,177,16,0.02,0,204
1261,2.33,171,165,6,0.24,0,203
1262,10.66,77,59,18,0.19,1,111
1263,2.72,135,135,0,0.29,0,161
1264,11.72,131,119,12,0.08,0,155
1265,10.27,71,68,3,0.02,0,94
1266,6.51,90,75,15,0.15,0,107
1267,11.8,125,116,9,0.03,0,158
1268,2.07,196,181,15,0.08,0,207
1269,4.33,138,118,20,0.04,0,140
1270,8.02,227,183,44,0.07,0,251
1271,4.85,108,105,3,0.03,0,128
1272,11.36,118,112,6,0.29,1,170
1273,3.59,300,278,22,0.08,1,311
1274,7.04,211,150,61,0.13,0,232
1275,7.5,216,191,25,0.27,0,254
1276,8.18,172,142,30,0.2,0,214
1277,3.81,123,115,8,0.19,0,143
1278,6.28,288,246,42,0.21,1,324
1279,10.28,298,292,6,0.25,0,357
1280,3.14,56,56,0,0.26,0,73
1281,10.1,150,129,21,0.19,0,188
1282,8.06,160,141,19,0.27,1,190
1283,9.38,229,220,9,0.16,0,276
1284,8.85,237,189,48,0.08,0,262
1285,3.28,101,71,30,0.26,0,124
1286,7.26,256,226,30,0.16,0,298
1287,10.54,283,230,53,0.27,0,337
1288,5.75,73,52,21,0.01,0,88
1289,11.63,75,57,18,0.12,0,103
1290,5.97,174,150,24,0.28,0,207
1291,2.57,267,208,59,0.07,0,279
1292,5.28,287,276,11,0.28,0,335
1293,11.47,139,118,21,0.29,0,185
1294,4.52,171,157,14,0.26,0,198
1295,10.81,59,57,2,0.17,1,88
1296,10.69,66,58,8,0.19,0,95
1297,4.85,294,283,11,0.26,0,350
1298,1.92,255,202,53,0.23,0,282
1299,8.97,51,45,6,0.19,0,82
1300,5.8,161,136,25,0.29,1,185
1301,9.61,254,243,11,0.21,0,303
1302,6.98,76,73,3,0.29,1,102
1303,6.34,250,207,43,0.02,0,263
1304,9.56,120,85,35,0.04,0,152
1305,6.44,225,219,6,0.14,1,244
1306,6.99,251,230,21,0.12,1,282
1307,6.39,297,220,77,0.23,1,343
1308,6.31,167,164,3,0.05,1,184
1309,6.79,58,43,15,0.29,0,82
1310,10.28,135,114,21,0.09,1,166
1311,4.98,72,64,8,0.13,0,77
1312,7.72,248,225,23,0.08,1,274
1313,8.38,289,264,25,0.17,0,326
1314,5.42,122,111,11,0.02,1,145
1315,4.05,76,56,20,0.04,0,83
1316,11.27,265,208,57,0.22,0,308
1317,8.96,142,114,28,0.06,0,168
1318,8.19,130,99,31,0.07,1,152
1319,8.12,133,123,10,0.24,0,172
1320,1.32,248,203,45,0.03,0,256
1321,7.8,92,80,12,0.13,0,113
1322,6.6,281,216,65,0.01,0,295
1323,7.91,56,51,5,0.1,1,87
1324,4.95,141,114,27,0.21,0,159
1325,3.73,132,98,34,0.03,1,134
1326,3.13,240,212,28,0.27,0,275
1327,11.46,133,131,2,0.27,0,179
1328,6.68,93,79,14,0.03,1,117
1329,6.13,216,194,22,0.3,0,256
1330,1.58,89,72,17,0.09,0,95
1331,1.41,184,132,52,0.03,0,177
1332,9.45,247,212,35,0.0,1,265
1333,6.92,74,64,10,0.12,0,105
1334,7.58,282,227,55,0.19,1,326
1335,5.19,108,105,3,0.1,1,128
1336,9.19,190,176,14,0.25,0,238
1337,2.85,152,111,41,0.21,0,170
1338,3.09,281,225,56,0.11,0,292
1339,6.07,135,135,0,0.22,0,175
1340,4.15,290,273,17,0.28,0,345
1341,3.72,258,206,52,0.03,0,262
1342,8.1,161,125,36,0.09,0,181
1343,8.86,135,101,34,0.14,1,160
1344,10.42,147,135,12,0.15,1,184
1345,6.76,111,80,31,0.16,1,131
1346,1.8,57,48,9,0.09,0,68
1347,4.01,162,129,33,0.2,0,185
1348,11.78,222,183,39,0.19,0,260
1349,8.37,195,188,7,0.17,1,226
1350,8.81,265,189,76,0.03,0,281
1351,3.07,109,105,4,0.14,1,118
1352,6.7,295,273,22,0.11,0,322
1353,1.41,109,83,26,0.15,0,114
1354,8.12,155,127,28,0.28,1,186
1355,11.13,51,39,12,0.14,0,82
1356,11.72,243,206,37,0.0,1,265
1357,7.86,140,125,15,0.13,1,163
1358,6.04,63,46,17,0.25,0,94
1359,11.4,97,96,1,0.23,0,125
1360,8.41,152,113,39,0.15,0,173
1361,3.58,294,274,20,0.07,1,307
1362,6.12,294,220,74,0.14,0,309
1363,3.64,105,101,4,0.17,0,134
1364,6.17,61,51,10,0.3,0,95
1365,7.1,273,201,72,0.19,1,299
1366,7.4,269,231,38,0.21,0,315
1367,6.21,104,81,23,0.15,1,126
1368,4.48,205,156,49,0.11,1,226
1369,6.54,159,124,35,0.24,0,187
1370,10.13,266,193,73,0.15,0,299
1371,8.98,53,46,7,0.3,1,90
1372,4.72,267,254,13,0.14,0,302
1373,11.42,85,84,1,0.02,1,115
